,order_id,customer_state,product_category_name,product_weight_g,review_score,price,freight_value,payment_value,order_approved_at,order_purchase_timestamp
48,9079f0a7009de87ec70254bdf060369f,SP,cool_stuff,500.0,5,44.9,16.11,61.01,2017-07-13 15:04:12,2017-07-13 14:51:58
49,a62de6fa1ce225032f7220425c941b50,SP,cool_stuff,500.0,5,44.9,12.89,123.02,2017-05-24 12:03:48,2017-05-24 11:39:16
50,a62de6fa1ce225032f7220425c941b50,SP,cool_stuff,650.0,5,45.9,19.33,123.02,2017-05-24 12:03:48,2017-05-24 11:39:16
51,c097ba1708f952d3c081e4dc6b27148a,SP,cool_stuff,500.0,5,44.9,16.11,61.01,2017-05-17 22:05:18,2017-05-17 21:51:30
52,13d45a0fb42d1b8691a1824859519e4e,MG,brinquedos,840.0,5,99.9,17.95,117.85,2017-09-26 04:07:17,2017-09-22 11:08:46
53,1dcf0c8cd36ffaf57784fbdc90079310,RN,brinquedos,840.0,4,99.9,57.25,157.15,2018-04-19 21:31:03,2018-04-19 21:16:39
54,4a580bca631a940ffc9e25c96da01773,SP,brinquedos,840.0,5,95.9,16.43,112.33,2017-08-01 20:10:17,2017-08-01 19:24:31
55,4c365e193d687efcaf025374ce057497,RJ,brinquedos,840.0,5,99.9,12.03,111.93,2018-05-09 09:10:54,2018-05-09 08:47:44
56,7b9d78f5bc4b271094f1e7c107c3142d,MG,brinquedos,840.0,1,99.9,17.95,117.85,2017-09-25 09:05:35,2017-09-25 08:50:48
57,ca4ab73a0c2d4de618eb92c404e1f092,RJ,brinquedos,840.0,4,98.9,12.65,111.55,2017-10-03 14:49:14,2017-10-03 14:27:59
58,168c0ece9e82b97455bf1a81502af9de,SP,cool_stuff,550.0,3,42.9,16.11,59.01,2017-09-28 10:28:22,2017-09-28 10:18:49
59,279b0128499fe319bfc49512b1612eb7,SP,cool_stuff,550.0,5,45.9,16.11,62.01,2017-10-21 15:49:35,2017-10-21 15:41:41
60,2929e8208718655c26082e7331ef49e4,PA,cool_stuff,550.0,1,42.9,44.2,87.1,2017-09-27 12:49:41,2017-09-27 12:32:34
61,5a65cedc025f607cbdb4c5219f648ae3,RJ,cool_stuff,550.0,1,42.9,9.94,12.84,2017-09-30 11:24:47,2017-09-30 11:11:25
62,5a65cedc025f607cbdb4c5219f648ae3,RJ,cool_stuff,550.0,1,42.9,9.94,20.0,2017-09-30 11:24:47,2017-09-30 11:11:25
63,5a65cedc025f607cbdb4c5219f648ae3,RJ,cool_stuff,550.0,1,42.9,9.94,20.0,2017-09-30 11:24:47,2017-09-30 11:11:25
64,62e975f28aa68109d68f92298a9327ac,MG,cool_stuff,550.0,4,45.9,16.11,20.48,2017-10-25 15:14:49,2017-10-25 14:58:58
65,62e975f28aa68109d68f92298a9327ac,MG,cool_stuff,550.0,4,45.9,16.11,0.55,2017-10-25 15:14:49,2017-10-25 14:58:58
66,62e975f28aa68109d68f92298a9327ac,MG,cool_stuff,550.0,4,45.9,16.11,20.49,2017-10-25 15:14:49,2017-10-25 14:58:58
67,62e975f28aa68109d68f92298a9327ac,MG,cool_stuff,550.0,4,45.9,16.11,20.49,2017-10-25 15:14:49,2017-10-25 14:58:58
68,80549ebc0ab692a2a0c6837f2292b7b4,RJ,cool_stuff,550.0,3,50.9,9.44,60.34,2018-03-31 21:27:42,2018-03-30 21:23:39
69,867711b4834ce56a43da811777ea6ec4,MG,cool_stuff,550.0,5,48.9,16.11,65.01,2017-11-01 13:31:19,2017-11-01 12:31:39
70,8dae11cb6c1305e2756cef677ac2f4dc,SP,cool_stuff,550.0,5,39.9,16.11,56.01,2017-07-19 12:43:46,2017-07-19 12:26:42
71,9fe1f3d48d5a0ba5eb84e53689b8a766,DF,cool_stuff,550.0,1,49.9,19.32,69.22,2018-03-10 20:20:22,2018-03-10 19:39:25
72,b41615b1708e1ff9df91b0cd0f6fdffa,MG,cool_stuff,550.0,3,42.9,16.11,59.01,2017-09-28 17:49:35,2017-09-28 17:34:28
73,b4351b639f2b08615cf0af316b7fd590,SP,cool_stuff,550.0,5,48.9,16.11,65.01,2017-11-04 06:55:32,2017-11-02 19:39:24
74,b747117c2b61e77e4ca28fc2ab62860b,SP,cool_stuff,550.0,5,49.4,16.11,65.51,2018-03-03 18:29:09,2018-03-03 17:24:22
75,bcdb2acf83fbdd65aa15e879cd8afaa5,SP,cool_stuff,550.0,5,45.9,16.11,62.01,2017-10-07 15:35:17,2017-10-07 15:27:15
76,c2ca2bb17ed706c909f7011c18b1ba98,MG,cool_stuff,550.0,3,45.9,13.23,59.13,2017-10-03 03:56:32,2017-10-01 19:37:59
77,e9be4915bddc1b3959b291b443ed9fe3,RJ,cool_stuff,550.0,4,45.9,9.94,55.84,2017-10-01 11:35:10,2017-10-01 11:23:44
78,ec0fa04fd1dffd9f00f92312214d7eac,SP,cool_stuff,550.0,4,42.9,16.11,59.01,2017-09-23 02:30:39,2017-09-22 13:10:51
79,f0134bd71e6bbd312d86f1f073d60b72,RJ,cool_stuff,550.0,5,49.9,13.56,63.46,2018-08-16 09:24:12,2018-08-16 09:11:19
80,f28b59f3a9d27b5a7ea86d0ede1b99d0,RJ,cool_stuff,550.0,4,42.9,13.23,56.13,2017-09-27 12:49:47,2017-09-27 12:37:49
81,1a6c3832fcc2947c38b41bd24fe0201e,CE,cool_stuff,650.0,5,45.9,35.67,81.57,2017-06-30 15:50:15,2017-06-30 15:31:51
82,3102ea2ab7ac2a1a88a1286fe68d8ed8,RJ,cool_stuff,650.0,4,48.9,14.88,124.26,2017-08-20 21:45:07,2017-08-20 21:29:43
83,3102ea2ab7ac2a1a88a1286fe68d8ed8,RJ,cool_stuff,500.0,4,48.9,11.58,124.26,2017-08-20 21:45:07,2017-08-20 21:29:43
84,387e3755441d1da1712321040008a4e3,RN,cool_stuff,650.0,5,48.9,35.67,84.57,2017-07-31 15:55:10,2017-07-31 15:43:06
85,3bdb4a8f9e391c81696a80c1bf7c67ff,SP,cool_stuff,650.0,5,45.9,15.56,61.46,2017-04-05 14:10:13,2017-04-05 13:04:39
86,55f2d8cb4b644ca9cc2da77732fd1117,RJ,cool_stuff,650.0,4,49.4,9.94,59.34,2017-10-15 14:14:18,2017-10-15 13:56:49
87,5c023462e58e2ae6d5d23ee03de1563c,SP,cool_stuff,650.0,1,45.9,16.11,62.01,2017-05-26 02:30:22,2017-05-25 08:08:14
88,60671dbc6a3437884fe12844687b2049,GO,cool_stuff,650.0,2,48.9,17.92,133.64,2017-08-14 13:05:16,2017-08-14 12:22:14
89,60671dbc6a3437884fe12844687b2049,GO,cool_stuff,650.0,2,48.9,17.92,133.64,2017-08-14 13:05:16,2017-08-14 12:22:14
90,64a84bc3bb67d3a25cbc2d744eb2968c,RJ,cool_stuff,650.0,4,45.9,13.23,59.13,2017-05-16 14:05:23,2017-05-16 13:56:23
91,71e6174ecee5b2562945b98c5fa17cd4,SP,cool_stuff,650.0,5,45.9,15.56,61.46,2017-03-22 14:57:30,2017-03-22 14:57:30
92,76431a049e67e903e616499cb2b32f0c,SP,cool_stuff,650.0,4,51.9,16.12,68.02,2017-09-01 04:35:39,2017-08-31 13:57:57
93,7d98d1e2ee124ce999d8de65a391b73e,RJ,cool_stuff,650.0,5,51.9,13.24,130.28,2017-09-01 02:30:18,2017-08-31 09:45:20
94,7d98d1e2ee124ce999d8de65a391b73e,RJ,cool_stuff,650.0,5,51.9,13.24,130.28,2017-09-01 02:30:18,2017-08-31 09:45:20
95,8647ff7e5f9536a33f5e6fd7f2c08d2a,BA,cool_stuff,650.0,3,46.9,30.25,145.57,2017-07-04 04:05:27,2017-07-02 15:00:51
96,8647ff7e5f9536a33f5e6fd7f2c08d2a,BA,cool_stuff,500.0,3,44.9,23.52,145.57,2017-07-04 04:05:27,2017-07-02 15:00:51
97,90858cf145c3bfaa25dca2f279bf8ac2,SP,cool_stuff,650.0,1,45.9,16.11,62.01,2017-06-22 20:55:15,2017-06-22 20:42:30
98,98b1e2ab7ac5c2be52f3e1d74ce5b18e,SP,cool_stuff,650.0,5,51.9,16.12,68.02,2017-10-13 18:49:25,2017-10-13 17:37:07
99,a2f7b7dd8e50a59d16010e3d5a52b2cd,MG,cool_stuff,650.0,5,51.9,16.12,68.02,2017-10-11 03:26:51,2017-10-09 22:59:50
100,a3a1b4761bb6da969fa862b89382e855,SC,cool_stuff,650.0,5,45.9,17.92,63.82,2017-05-29 13:10:22,2017-05-29 12:58:54
101,ab4db5117e6804bcb57deaafd44cf4c3,MA,cool_stuff,650.0,5,45.9,35.67,81.57,2017-06-14 15:10:11,2017-06-14 14:59:33
102,acd7029e70d5e80091c71c9be6643758,RJ,cool_stuff,650.0,1,48.9,9.94,58.84,2017-08-02 03:04:48,2017-08-01 15:17:33
103,b862a1e68c1c8f2061c407aa9320c86e,RJ,cool_stuff,650.0,5,45.9,9.94,55.84,2017-06-13 15:25:19,2017-06-13 15:17:06
104,d35cead7fec778d8d6d84650399972ed,SP,cool_stuff,650.0,5,45.9,16.11,62.01,2017-05-13 19:02:31,2017-05-13 18:49:33
105,ddbdd2d1389314951bcd19560cac6ceb,SP,cool_stuff,650.0,5,48.9,16.11,65.01,2017-08-07 15:25:16,2017-08-05 14:08:13
106,e8782ab91b5bd339a3250f9564b4b168,PE,cool_stuff,650.0,3,45.9,22.28,68.18,2017-04-30 08:35:19,2017-04-30 08:23:52
107,1db5f7be6c0e5b942a24957fae155f28,RJ,cool_stuff,575.0,2,55.9,13.27,69.17,2017-06-09 02:30:28,2017-06-08 08:58:53
108,36e954e851bc552fe31416b9cb10afd9,MG,cool_stuff,575.0,4,58.9,17.66,76.56,2017-10-04 14:56:15,2017-10-04 14:43:07
109,3735a11cbccd8916dbc9ccf5f671cc2c,MG,cool_stuff,575.0,2,58.9,24.33,190.99,2017-08-27 07:55:17,2017-08-27 07:43:57
110,3735a11cbccd8916dbc9ccf5f671cc2c,MG,tablets_impressao_imagem,300.0,2,99.0,8.76,190.99,2017-08-27 07:55:17,2017-08-27 07:43:57
111,52cf629e5ef49959ced57da932b097e1,SP,cool_stuff,575.0,4,55.9,16.15,72.05,2017-06-19 00:50:22,2017-06-18 23:53:35
112,5caafce59fc6edde8a3ebb211bc3d980,SC,cool_stuff,575.0,4,55.9,17.96,73.86,2017-05-12 02:55:51,2017-05-10 14:02:15
113,7c3e480eb90c173aae4ffde40bbaec26,SP,cool_stuff,575.0,5,58.9,21.32,142.57,2017-08-23 02:55:54,2017-08-22 10:14:07
114,7c3e480eb90c173aae4ffde40bbaec26,SP,cool_stuff,400.0,5,49.9,12.45,142.57,2017-08-23 02:55:54,2017-08-22 10:14:07
115,a3d2d7bd607f48e67fa90453814180a7,RS,cool_stuff,575.0,5,58.9,19.65,78.55,2017-08-04 21:50:18,2017-08-04 21:38:23
116,baa60bd5c28b34fbce8e0ceb1e43e154,RJ,cool_stuff,575.0,4,55.9,13.27,69.17,2017-06-02 09:50:12,2017-06-02 09:40:36
117,bddeec8b20313e26adb47e0293e54a7d,RJ,cool_stuff,575.0,5,55.9,12.48,68.38,2017-07-12 15:25:17,2017-07-12 15:12:09
118,2e24930adf68f4ce65ad35e0f23f08ee,PA,cool_stuff,2300.0,2,132.9,53.29,186.19,2017-09-10 13:50:08,2017-09-10 13:35:37
119,72ec38baa39449f9ab884a84c5c8f4ef,MG,cool_stuff,2300.0,1,132.9,17.24,150.14,2017-09-29 02:14:40,2017-09-27 16:03:02
120,7b25b2356eef14019a831a9c9636c146,RS,cool_stuff,2300.0,5,125.9,23.75,149.65,2017-08-12 23:25:47,2017-08-12 23:12:48
121,889e1d99762dd368ffbc599fca39bb91,ES,cool_stuff,2300.0,4,132.9,21.42,154.32,2017-09-08 09:03:33,2017-09-08 08:49:01
122,c092e9c7bbaf416a8c58147e55fe03fb,MG,cool_stuff,2300.0,5,132.9,21.42,154.32,2017-11-09 23:26:47,2017-11-09 23:10:28
123,d6f415ebc86371ee7aa87ea1b73ea9bc,PR,cool_stuff,2300.0,3,128.9,21.39,150.29,2017-08-07 00:02:55,2017-08-06 23:10:15
124,e05ff0b1f94aa4420894333587a2ff1b,SP,cool_stuff,2300.0,4,128.9,20.0,148.9,2018-02-24 18:47:21,2018-02-24 18:25:25
125,fa68c8eaee429c95ac88e1034d583057,RJ,cool_stuff,2300.0,5,132.9,14.33,147.23,2017-09-01 10:25:16,2017-09-01 10:06:03
126,58ad53486aa4d662036281295465d755,SP,cool_stuff,500.0,5,44.9,16.11,61.01,2017-08-08 22:30:19,2017-08-08 22:14:54
127,61cfa60003f1d98a86cc3562f13b2ea0,RJ,cool_stuff,500.0,1,44.9,9.94,54.84,2017-08-09 16:05:21,2017-08-09 15:48:19
128,a2a7a8c26f134471a22568ddf011e175,SP,cool_stuff,500.0,3,44.9,16.11,61.01,2017-08-11 04:24:58,2017-08-09 21:02:12
129,b16fc35ee8e5ad2889854407c7046d18,RJ,cool_stuff,500.0,5,44.9,13.23,58.13,2017-07-20 22:10:25,2017-07-20 21:57:57
130,ba863950726dd067d21b2262ab48df78,SP,cool_stuff,500.0,5,46.9,13.23,60.13,2017-10-22 14:49:15,2017-10-22 14:25:40
131,f8da7d096b125f74ad5b784140c294c7,MG,cool_stuff,500.0,5,46.9,16.11,63.01,2017-10-16 18:45:43,2017-10-16 18:24:03
132,38236191299d9d7335f0dfdd2186af7e,PA,cool_stuff,550.0,4,69.9,42.52,112.42,2017-06-07 21:02:33,2017-06-07 20:51:35
133,3bc9ec33a0837981e7f5e35876723afb,RS,cool_stuff,550.0,5,69.9,17.92,175.64,2017-04-06 11:02:56,2017-04-06 10:48:38
134,3bc9ec33a0837981e7f5e35876723afb,RS,cool_stuff,550.0,5,69.9,17.92,175.64,2017-04-06 11:02:56,2017-04-06 10:48:38
135,9b049a52ac663a7ddfa0302f5e230057,SP,cool_stuff,550.0,4,69.9,15.24,85.14,2017-07-21 20:15:13,2017-07-21 20:00:27
136,cd3f1eb3138c86331f1d27332acdae59,PR,cool_stuff,550.0,3,64.9,16.15,81.05,2017-03-15 09:19:06,2017-03-15 09:19:06
137,cf7a335e516a91cbb3a5080561ca28be,RJ,cool_stuff,550.0,5,69.9,9.27,79.17,2017-09-23 14:10:11,2017-09-23 13:55:11
138,de9b8b05fb249806b7dc8f5cd60eccad,SP,cool_stuff,550.0,5,69.9,15.24,85.14,2017-10-08 21:35:28,2017-10-08 21:18:09
139,e6293b688f0d1387e634ae8841feca17,PR,cool_stuff,550.0,1,69.9,10.9,26.16,2017-05-16 11:35:21,2017-05-16 11:27:08
140,e6293b688f0d1387e634ae8841feca17,PR,cool_stuff,550.0,1,69.9,10.9,125.08,2017-05-16 11:35:21,2017-05-16 11:27:08
141,e6293b688f0d1387e634ae8841feca17,PR,cool_stuff,575.0,1,50.99,19.45,26.16,2017-05-16 11:35:21,2017-05-16 11:27:08
142,e6293b688f0d1387e634ae8841feca17,PR,cool_stuff,575.0,1,50.99,19.45,125.08,2017-05-16 11:35:21,2017-05-16 11:27:08
143,41223ff2c9f99053ad5379603589764b,MG,cool_stuff,1200.0,5,138.9,17.71,156.61,2017-05-03 14:02:36,2017-05-03 13:34:47
144,5b685c100fca33dd8aabfe1e6fb0d62a,SP,cool_stuff,1200.0,4,138.9,17.71,156.61,2017-04-17 20:02:37,2017-04-17 19:27:25
145,68db1e9c4b7bb26ce60fc4749d8b904d,SP,cool_stuff,1008.0,5,139.9,16.19,156.09,2017-03-18 16:42:47,2017-03-18 16:42:47
146,79b57d07c97ba24547cc8ec969785e64,SP,brinquedos,1100.0,4,259.4,19.07,278.47,2017-10-10 19:14:11,2017-10-10 18:57:45
147,b3840eac3cf88799d05e845cf9b8587b,CE,brinquedos,1100.0,5,269.9,37.21,307.11,2017-05-24 15:55:10,2017-05-24 15:41:44
148,847aa72b1ca97537af9c72ce7e99bf94,RJ,cool_stuff,900.0,4,132.08,10.24,142.32,2018-08-18 21:30:14,2018-08-18 21:19:10
149,8ebae9815269538d42b9f5d1c1950ff1,MT,cool_stuff,900.0,5,118.9,25.03,143.93,2017-04-27 09:42:40,2017-04-27 09:25:53
150,a8f8aa4f2a60b06f49e39b10fb1972c5,SP,cool_stuff,900.0,5,118.9,18.08,136.98,2017-05-29 21:05:21,2017-05-29 20:54:28
151,b0f4100fd9f021ab148a7f95815fa2fc,BA,cool_stuff,900.0,5,129.9,29.31,477.63,2017-09-13 03:24:54,2017-09-12 16:18:47
152,b0f4100fd9f021ab148a7f95815fa2fc,BA,cool_stuff,900.0,5,129.9,29.31,477.63,2017-09-13 03:24:54,2017-09-12 16:18:47
153,b0f4100fd9f021ab148a7f95815fa2fc,BA,cool_stuff,900.0,5,129.9,29.31,477.63,2017-09-13 03:24:54,2017-09-12 16:18:47
154,d4d7c1beb2c6dc87bb984a3179558ac4,MT,cool_stuff,900.0,3,118.9,24.55,286.9,2017-05-05 21:10:13,2017-05-05 20:59:41
155,d4d7c1beb2c6dc87bb984a3179558ac4,MT,cool_stuff,900.0,3,118.9,24.55,286.9,2017-05-05 21:10:13,2017-05-05 20:59:41
156,9e89b029e7fb38004f9e2d3b4055610e,BA,cool_stuff,1000.0,4,119.9,29.24,149.14,2017-07-11 17:45:34,2017-07-11 17:30:25
157,a620d8cdb285c288f16b94cb365172a1,RJ,cool_stuff,3350.0,5,124.9,14.46,139.36,2017-08-09 02:55:57,2017-08-08 09:55:41
158,e98de168acf11b1a80cea2ad5e8a5c61,PB,cool_stuff,900.0,4,118.9,38.38,157.28,2017-07-06 16:45:11,2017-07-06 16:33:09
159,00018f77f2f0320c557190d7a144bdd3,SP,pet_shop,30000.0,4,239.9,19.93,259.83,2017-04-26 11:05:13,2017-04-26 10:53:06
160,023669233121f0fb7899e5be2b22885f,SP,pet_shop,13250.0,5,38.9,16.56,318.36,2018-04-17 04:54:27,2018-04-16 13:14:09
161,023669233121f0fb7899e5be2b22885f,SP,pet_shop,20450.0,5,109.99,23.25,318.36,2018-04-17 04:54:27,2018-04-16 13:14:09
162,023669233121f0fb7899e5be2b22885f,SP,pet_shop,20800.0,5,109.9,19.76,318.36,2018-04-17 04:54:27,2018-04-16 13:14:09
163,0265de29d2bf47d85101018e7f7d4ff6,MA,pet_shop,2500.0,5,45.9,31.95,77.85,2017-04-30 07:55:11,2017-04-30 07:43:30
164,1ca552f5ea38aeab2f2c52a03fa32942,SP,pet_shop,2500.0,5,49.9,13.08,62.98,2017-10-11 08:28:19,2017-10-11 08:17:44
165,b7dc42271c71663ceed71350d60a5559,GO,pet_shop,2500.0,5,45.9,19.84,65.74,2017-07-12 13:15:25,2017-07-12 13:00:15
166,0580cfd05da4901cede805697f39a632,SP,pet_shop,16850.0,5,59.9,34.19,24.9,2018-03-10 16:48:10,2018-03-10 16:31:22
167,0580cfd05da4901cede805697f39a632,SP,pet_shop,16850.0,5,59.9,34.19,69.19,2018-03-10 16:48:10,2018-03-10 16:31:22
168,087b902fe8df6660b295f28f1d8f7c30,SP,pet_shop,8750.0,5,29.9,11.15,41.05,2018-03-08 19:28:36,2018-03-08 18:50:11
169,52b226b1528922785f17fc4dadbe7110,SP,pet_shop,8750.0,5,29.9,14.44,44.34,2018-03-12 14:15:42,2018-03-12 13:50:41
170,5ac4eee743a86a4f0d1b7ee150d1bb34,MG,pet_shop,8750.0,2,29.9,17.6,47.5,2017-11-26 00:32:47,2017-11-26 00:10:06
171,6a3c03b4d8dd9b6cf04b7c09c5cf6627,RJ,pet_shop,8750.0,1,29.9,16.6,46.5,2017-12-05 11:03:43,2017-12-05 08:48:23
172,724b19e5eca8ec552146bf7904b4cbeb,AP,pet_shop,8750.0,4,29.9,14.0,87.8,2017-08-09 03:04:27,2017-08-08 09:02:22
173,724b19e5eca8ec552146bf7904b4cbeb,AP,pet_shop,8750.0,4,29.9,14.0,87.8,2017-08-09 03:04:27,2017-08-08 09:02:22
174,75518a45c276d9863de563ed245edfc5,SP,pet_shop,8750.0,5,34.9,18.41,53.31,2018-07-12 03:35:13,2018-07-10 18:13:28
175,93fac531a5d1aa75846d96103217e85b,MG,pet_shop,8750.0,4,29.9,17.6,47.5,2017-10-06 02:25:16,2017-10-05 06:36:34
